seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
42,97,73.2820,1,1,5.9837,19.41,92
42,98,63.2245,1,1,7.7834,9.26,93
42,99,60.4613,1,1,10.0833,9.59,94
42,100,62.2335,1,2,10.2153,11.27,95
42,101,66.3758,1,2,6.6010,11.03,96
42,102,64.2409,1,2,10.4275,10.48,97
42,103,60.7198,1,2,7.4265,21.01,98
42,104,59.8889,1,2,8.2457,9.96,99
42,105,54.3157,1,2,10.0524,5.17,100
42,106,55.0158,1,2,8.7864,4.66,101
42,107,56.9010,1,2,10.3247,9.68,102
42,108,62.9739,1,2,8.6934,8.42,103
42,109,67.9113,1,2,9.2291,10.07,104
42,110,50.2124,1,2,7.0241,9.69,105
42,111,66.3937,1,2,3.6589,19.60,106
42,112,81.6552,1,2,7.9623,20.51,107
42,113,63.4592,1,2,8.2386,7.83,108
42,114,55.0158,1,2,7.9680,5.67,109
42,115,15.2386,1,2,10.5669,37.63,110
42,116,54.5191,1,2,10.2757,5.79,111
42,117,31.8117,1,2,8.6130,13.84,112
42,118,61.9210,1,2,5.2765,7.09,113
42,119,53.2335,1,2,6.9198,10.63,114
42,120,61.6838,1,2,11.6962,9.73,115
42,121,65.8858,1,2,11.3782,10.38,116
42,122,79.6877,1,2,9.0438,18.95,117
42,123,38.3676,1,2,7.7450,10.82,118
42,124,69.1568,1,2,2.6774,9.37,119
42,125,53.8190,1,2,9.0162,5.31,120
42,126,68.9478,1,2,7.3154,9.97,121
42,127,32.7865,1,2,7.5894,13.64,122
42,128,146.1669,0,2,5.4942,69.08,122
42,129,60.8161,1,2,9.2675,11.86,123
42,130,63.2010,1,2,9.9728,8.52,124
42,131,28.3804,1,2,8.2560,11.26,125
42,132,61.8364,1,2,6.4847,11.33,126
42,133,46.8082,1,2,11.7631,13.55,127
42,134,27.6830,1,2,5.4732,20.54,128
42,135,68.2261,1,2,6.1865,11.30,129
42,136,64.4500,1,2,4.2937,10.53,130
42,137,75.3897,1,2,4.9865,12.28,131
42,138,54.5191,1,2,5.9361,4.70,132
42,139,58.2261,1,2,11.2911,8.20,133
42,140,45.2336,1,2,9.2409,13.76,134
42,141,66.9429,1,2,8.4155,26.24,135
42,142,20.9206,1,2,5.9517,10.71,136
42,143,35.2542,1,2,8.5707,7.61,137
42,144,54.0241,1,2,8.7020,4.60,138
42,145,53.8190,1,2,9.5172,5.71,139
42,146,54.9548,1,2,11.0085,9.80,140
42,147,40.1681,1,2,9.0483,9.93,141
42,148,48.8814,1,2,5.9767,11.31,142
42,149,52.9195,1,2,9.1748,27.80,143
42,150,-6.2541,1,3,5.6814,18.42,144
42,151,68.9102,1,3,11.7527,10.52,145
42,152,64.9463,1,3,8.2524,10.69,146
42,153,-144.3886,0,3,9.2550,69.31,146
42,154,-235.8938,0,3,7.8031,68.87,146
42,155,40.4161,1,3,10.2253,10.38,147
42,156,-141.4464,0,3,5.5511,70.36,147
42,157,78.8477,1,3,6.3738,23.33,148
42,158,-223.2434,0,3,10.9013,70.98,148
42,159,61.7512,1,3,6.6369,10.47,149
42,160,-85.2226,0,3,10.4094,69.37,149
42,161,-147.7611,0,3,9.1211,68.64,149
42,162,19.7226,1,3,8.3274,9.97,150
42,163,99.4388,1,3,9.3018,22.85,151
42,164,-37.8366,0,3,8.0863,69.70,151
42,165,-146.8942,0,3,8.2830,69.92,151
42,166,54.2646,1,3,4.5151,4.68,152
42,167,-642.3087,0,3,8.6361,69.74,152
42,168,53.9765,1,3,7.9299,4.63,153
42,169,-199.7558,0,3,5.1928,69.93,153
42,170,44.0156,1,3,8.4647,19.44,154
42,171,56.6030,1,3,10.1554,17.91,155
42,172,47.9272,1,3,8.8869,8.79,156
42,173,54.0241,1,3,8.6973,4.79,157
42,174,-1.5724,0,3,9.3376,70.68,157
42,175,64.7266,1,3,7.3897,9.84,158
42,176,70.7077,1,3,7.6733,8.76,159
42,177,-18.4796,0,3,8.3063,70.17,159
42,178,54.4245,1,3,5.6330,10.44,160
42,179,56.8728,1,3,6.6351,11.35,161
42,180,74.6399,1,3,7.3343,10.95,162
42,181,58.3605,1,3,11.2995,9.59,163
42,182,-254.5981,0,3,8.5018,70.13,163
42,183,-16.9707,0,3,9.8087,69.55,163
42,184,54.0241,1,3,7.5177,5.20,164
42,185,62.1336,1,3,7.1846,20.44,165
42,186,57.9448,1,3,8.3718,9.60,166
42,187,63.4220,1,3,7.3380,8.52,167
42,188,-166.1538,0,3,6.6195,69.50,167
42,189,-213.7483,0,3,8.3419,69.33,167
42,190,63.9041,1,3,7.3318,10.70,168
42,191,66.6979,1,3,8.1316,10.56,169
42,192,-16.4674,0,3,7.1047,69.55,169
42,193,-10.8598,0,3,10.5357,69.68,169
42,194,35.2299,1,3,8.6967,38.73,170
42,195,66.9390,1,3,8.9604,9.12,171
42,196,-160.9544,0,3,5.4090,70.07,171
42,197,80.2297,1,3,13.1211,19.56,172
42,198,75.5128,1,3,10.5906,18.64,173
42,199,-38.1079,0,3,10.0171,69.73,173
