ablation,seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
No_SDM,42,37,-151.9946,0,1,1.9802,64.30,4
No_SDM,42,38,-151.9946,0,1,2.2068,64.18,4
No_SDM,42,39,-151.9946,0,1,1.3016,63.69,4
No_SDM,42,40,-151.9946,0,1,2.1895,64.30,4
No_SDM,42,41,-151.9946,0,1,1.7651,63.60,4
No_SDM,42,42,-144.4848,0,1,0.6484,64.31,4
No_SDM,42,43,-151.9946,0,1,2.5808,64.52,4
No_SDM,42,44,-151.9946,0,1,1.6707,63.28,4
No_SDM,42,45,-151.9946,0,1,1.4479,64.34,4
No_SDM,42,46,-149.4929,0,1,1.4659,63.94,4
No_SDM,42,47,-151.9946,0,1,0.7252,63.72,4
No_SDM,42,48,-151.9946,0,1,0.6057,64.38,4
No_SDM,42,49,-151.9946,0,1,1.2495,63.34,4
No_SDM,42,50,-151.9946,0,2,2.2041,64.31,4
No_SDM,42,51,-151.9946,0,2,1.9980,64.73,4
No_SDM,42,52,-151.9946,0,2,1.4364,63.53,4
No_SDM,42,53,-151.9946,0,2,2.6558,64.49,4
No_SDM,42,54,-151.5023,0,2,1.5526,64.18,4
No_SDM,42,55,-151.9946,0,2,1.0498,63.87,4
No_SDM,42,56,-151.9946,0,2,0.9556,64.61,4
No_SDM,42,57,-148.4960,0,2,0.5312,63.57,4
No_SDM,42,58,60.0094,1,2,1.3276,2.82,5
No_SDM,42,59,-151.9946,0,2,2.1430,63.55,5
No_SDM,42,60,-151.9946,0,2,1.3896,64.44,5
No_SDM,42,61,-151.9946,0,2,1.1720,63.74,5
No_SDM,42,62,60.0094,1,2,1.0827,2.68,6
No_SDM,42,63,-151.9946,0,2,1.2864,63.54,6
No_SDM,42,64,-148.4913,0,2,1.8090,64.69,6
No_SDM,42,65,-151.9946,0,2,1.2546,63.89,6
No_SDM,42,66,-152.4909,0,2,1.8047,63.74,6
No_SDM,42,67,-151.9946,0,2,2.2466,64.34,6
No_SDM,42,68,-151.5023,0,2,0.7859,63.36,6
No_SDM,42,69,-151.9946,0,2,1.9205,64.37,6
No_SDM,42,70,-151.9946,0,2,1.1300,64.24,6
No_SDM,42,71,-151.5023,0,2,1.2967,63.40,6
No_SDM,42,72,-151.9946,0,2,1.9122,64.35,6
No_SDM,42,73,-148.5071,0,2,1.6629,63.97,6
No_SDM,42,74,-144.4328,0,2,1.3101,64.23,6
No_SDM,42,75,-151.9946,0,3,1.4229,64.83,6
No_SDM,42,76,-151.9946,0,3,1.0727,63.79,6
No_SDM,42,77,-238.6917,0,3,1.5692,64.46,6
No_SDM,42,78,-151.4979,0,3,0.7662,64.64,6
No_SDM,42,79,-238.6917,0,3,1.3087,63.67,6
No_SDM,42,80,-151.9946,0,3,2.3161,64.55,6
No_SDM,42,81,-151.5023,0,3,0.8208,64.67,6
No_SDM,42,82,-238.6917,0,3,0.8924,63.67,6
No_SDM,42,83,-144.4534,0,3,2.2713,64.56,6
No_SDM,42,84,-238.6917,0,3,2.9227,64.07,6
No_SDM,42,85,-238.2077,0,3,2.2014,64.15,6
No_SDM,42,86,-151.5029,0,3,2.1442,64.46,6
No_SDM,42,87,-144.5117,0,3,0.7661,63.40,6
No_SDM,42,88,-151.9946,0,3,1.1941,64.37,6
No_SDM,42,89,-238.6917,0,3,1.1215,64.33,6
No_SDM,42,90,-151.9946,0,3,2.2622,63.41,6
No_SDM,42,91,-238.2105,0,3,0.5614,64.60,6
No_SDM,42,92,-238.6917,0,3,0.7548,63.89,6
No_SDM,42,93,-238.6917,0,3,1.1737,63.84,6
No_SDM,42,94,-148.5023,0,3,0.4856,64.41,6
No_SDM,42,95,-238.6917,0,3,1.2494,63.40,6
No_SDM,42,96,-151.4979,0,3,1.3124,64.32,6
No_SDM,42,97,-151.9946,0,3,0.5957,64.40,6
No_SDM,42,98,-238.2175,0,3,1.4550,63.36,6
No_SDM,42,99,-151.9946,0,3,1.2770,64.33,6
