ablation,seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
No_SDM,42,0,-237.7325,0,1,7.4307,66.70,0
No_SDM,42,1,59.3842,1,1,8.1278,2.12,1
No_SDM,42,2,-234.9593,0,1,8.3846,64.07,1
No_SDM,42,3,-153.2321,0,1,5.2263,63.61,1
No_SDM,42,4,-142.0320,0,1,2.0808,64.25,1
No_SDM,42,5,-238.0782,0,1,1.9089,63.33,1
No_SDM,42,6,-215.7601,0,1,1.6483,64.35,1
No_SDM,42,7,-160.3427,0,1,1.8307,64.35,1
No_SDM,42,8,-151.9946,0,1,3.0548,63.93,1
No_SDM,42,9,-151.5023,0,1,1.7810,64.42,1
No_SDM,42,10,-151.9946,0,1,1.6641,64.00,1
No_SDM,42,11,-151.5023,0,1,1.9936,63.60,1
No_SDM,42,12,-151.9946,0,1,1.5442,64.30,1
No_SDM,42,13,-149.4894,0,1,2.1772,63.41,1
No_SDM,42,14,-151.9946,0,1,1.3491,64.33,1
No_SDM,42,15,-151.9946,0,1,2.4412,64.40,1
No_SDM,42,16,60.0094,1,1,1.1209,2.20,2
No_SDM,42,17,-151.4946,0,1,1.4939,63.50,2
No_SDM,42,18,-151.9946,0,1,1.3355,64.27,2
No_SDM,42,19,-151.5005,0,1,0.5773,64.23,2
No_SDM,42,20,-151.9946,0,1,1.0700,63.30,2
No_SDM,42,21,-144.4597,0,1,2.4473,64.40,2
No_SDM,42,22,-148.5049,0,1,1.3089,63.73,2
No_SDM,42,23,-148.5071,0,1,1.0063,63.97,2
No_SDM,42,24,-151.9946,0,1,1.2756,64.35,2
No_SDM,42,25,59.8925,1,1,1.1002,2.15,3
No_SDM,42,26,-151.9946,0,1,1.7140,64.21,3
No_SDM,42,27,-151.9946,0,1,0.6927,64.01,3
No_SDM,42,28,-151.5029,0,1,1.4747,64.45,3
No_SDM,42,29,-151.9946,0,1,1.3858,63.37,3
No_SDM,42,30,-151.9946,0,1,2.5989,64.39,3
No_SDM,42,31,-151.9946,0,1,1.5658,64.51,3
No_SDM,42,32,59.5993,1,1,1.7060,2.12,4
No_SDM,42,33,-144.4677,0,1,1.3309,63.69,4
No_SDM,42,34,-151.4946,0,1,1.8866,64.24,4
No_SDM,42,35,-151.9946,0,1,2.2383,64.47,4
No_SDM,42,36,-149.4913,0,1,2.2465,63.24,4
