ablation,seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
No_GAR,123,48,55.6394,1,1,6.4661,9.80,45
No_GAR,123,49,62.8062,1,1,8.3510,8.67,46
No_GAR,123,50,62.7744,1,2,7.2117,10.14,47
No_GAR,123,51,-0.5665,0,2,4.9462,61.71,47
No_GAR,123,52,56.4394,1,2,2.9408,9.41,48
No_GAR,123,53,-236.5132,0,2,8.0473,61.80,48
No_GAR,123,54,45.8358,1,2,5.3845,9.08,49
No_GAR,123,55,48.7960,1,2,9.5667,10.16,50
No_GAR,123,56,2.0637,1,2,9.0118,25.35,51
No_GAR,123,57,73.3760,1,2,6.2690,10.78,52
No_GAR,123,58,64.5048,1,2,3.5531,9.20,53
No_GAR,123,59,39.3919,1,2,5.6332,9.47,54
No_GAR,123,60,41.1631,1,2,5.2338,10.49,55
No_GAR,123,61,61.0057,1,2,5.7582,10.22,56
No_GAR,123,62,-4.1549,1,2,9.9742,16.83,57
No_GAR,123,63,14.4275,1,2,7.1645,32.16,58
No_GAR,123,64,33.2571,1,2,8.1872,8.33,59
No_GAR,123,65,39.5820,1,2,8.9557,35.29,60
No_GAR,123,66,47.9768,1,2,6.3919,9.06,61
No_GAR,123,67,-173.7325,1,2,3.9719,39.76,62
No_GAR,123,68,51.9365,1,2,9.1944,9.80,63
No_GAR,123,69,53.4304,1,2,4.7648,9.45,64
No_GAR,123,70,63.4863,1,2,9.4615,9.53,65
No_GAR,123,71,59.0146,1,2,8.8218,9.60,66
No_GAR,123,72,50.9728,1,2,7.5500,10.12,67
No_GAR,123,73,43.7171,1,2,8.1248,9.03,68
No_GAR,123,74,54.2075,1,2,7.4135,17.40,69
No_GAR,123,75,-85.0818,1,3,8.6173,48.79,70
No_GAR,123,76,-170.0872,0,3,5.3719,62.14,70
No_GAR,123,77,18.4728,1,3,8.2164,9.48,71
No_GAR,123,78,-92.2862,0,3,7.0158,61.82,71
No_GAR,123,79,-239.2318,0,3,10.0064,61.04,71
No_GAR,123,80,3.9366,1,3,10.4666,9.40,72
No_GAR,123,81,-45.8344,1,3,9.0616,45.09,73
No_GAR,123,82,-305.4284,0,3,5.6703,62.07,73
No_GAR,123,83,48.7438,1,3,7.5493,8.33,74
No_GAR,123,84,63.2628,1,3,7.2580,10.80,75
No_GAR,123,85,-129.4135,0,3,5.9308,61.60,75
No_GAR,123,86,53.8190,1,3,5.2425,4.60,76
No_GAR,123,87,48.4594,1,3,9.8940,7.79,77
No_GAR,123,88,-108.2496,0,3,5.8752,61.86,77
No_GAR,123,89,47.1875,1,3,8.5940,25.99,78
No_GAR,123,90,34.4264,1,3,8.5205,8.36,79
No_GAR,123,91,61.9893,1,3,8.0229,9.43,80
No_GAR,123,92,61.9889,1,3,9.0167,10.19,81
No_GAR,123,93,44.3666,1,3,9.3160,9.46,82
No_GAR,123,94,44.1572,1,3,3.6575,33.32,83
No_GAR,123,95,59.3953,1,3,9.9546,17.30,84
No_GAR,123,96,33.7685,1,3,8.2000,10.07,85
No_GAR,123,97,48.9095,1,3,8.7158,19.19,86
No_GAR,123,98,-198.1731,1,3,8.3626,34.76,87
No_GAR,123,99,76.1708,1,3,4.9758,17.26,88
