ablation,seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
No_SDM,456,31,-151.4979,0,1,1.0842,54.22,2
No_SDM,456,32,-151.9946,0,1,1.3748,53.62,2
No_SDM,456,33,-151.5005,0,1,1.0529,51.98,2
No_SDM,456,34,-144.4423,0,1,2.2636,53.90,2
No_SDM,456,35,-151.9946,0,1,2.0908,53.50,2
No_SDM,456,36,-148.4960,0,1,1.2962,52.41,2
No_SDM,456,37,-151.9946,0,1,0.6679,53.03,2
No_SDM,456,38,-148.5049,0,1,3.3241,52.99,2
No_SDM,456,39,-166.1091,0,1,2.0051,52.98,2
No_SDM,456,40,-147.4644,0,1,0.9190,55.87,2
No_SDM,456,41,-151.9946,0,1,1.1905,53.32,2
No_SDM,456,42,-151.9946,0,1,1.1641,53.40,2
No_SDM,456,43,-149.4913,0,1,1.4907,52.05,2
No_SDM,456,44,-151.9946,0,1,0.7647,53.66,2
No_SDM,456,45,-151.4979,0,1,1.0955,53.04,2
No_SDM,456,46,-151.9946,0,1,1.0010,53.17,2
No_SDM,456,47,-151.9946,0,1,2.1164,52.49,2
No_SDM,456,48,-151.5029,0,1,1.1381,54.04,2
No_SDM,456,49,-151.9946,0,1,0.9649,52.41,2
No_SDM,456,50,-151.9946,0,2,2.1111,52.96,2
No_SDM,456,51,-151.9946,0,2,0.8856,54.59,2
No_SDM,456,52,-159.4782,0,2,1.7591,54.20,2
No_SDM,456,53,-151.9946,0,2,0.5471,53.71,2
No_SDM,456,54,-151.9946,0,2,0.5421,52.73,2
No_SDM,456,55,-151.9946,0,2,1.2156,53.04,2
No_SDM,456,56,-151.9946,0,2,0.8507,51.56,2
No_SDM,456,57,-151.9946,0,2,1.1298,52.85,2
No_SDM,456,58,60.2993,1,2,0.6853,1.67,3
No_SDM,456,59,-151.9946,0,2,0.8561,53.21,3
No_SDM,456,60,-151.9946,0,2,1.0852,53.47,3
No_SDM,456,61,-151.9946,0,2,0.9708,53.03,3
No_SDM,456,62,-151.9946,0,2,1.3359,53.51,3
No_SDM,456,63,-151.9946,0,2,1.0066,53.25,3
No_SDM,456,64,-144.4529,0,2,1.4887,53.93,3
No_SDM,456,65,-151.9946,0,2,0.8684,53.06,3
No_SDM,456,66,-151.9946,0,2,1.1594,53.23,3
No_SDM,456,67,-151.4946,0,2,0.8014,55.95,3
No_SDM,456,68,-144.4486,0,2,0.9683,51.65,3
No_SDM,456,69,-151.9946,0,2,1.6052,53.62,3
No_SDM,456,70,-151.9946,0,2,1.1940,52.97,3
No_SDM,456,71,-151.5029,0,2,2.2934,51.86,3
No_SDM,456,72,-151.5005,0,2,1.4792,53.74,3
No_SDM,456,73,-144.4826,0,2,0.4599,54.91,3
No_SDM,456,74,-151.9946,0,2,1.9746,53.39,3
No_SDM,456,75,-147.4737,0,3,0.4676,52.54,3
No_SDM,456,76,-151.5005,0,3,0.8025,53.50,3
No_SDM,456,77,-151.9946,0,3,0.7768,53.50,3
No_SDM,456,78,-238.6917,0,3,1.0380,51.97,3
No_SDM,456,79,-238.6917,0,3,0.7740,53.21,3
No_SDM,456,80,-238.6917,0,3,0.8737,54.21,3
No_SDM,456,81,-238.6917,0,3,2.0111,51.92,3
No_SDM,456,82,-238.6917,0,3,0.8863,52.96,3
No_SDM,456,83,-238.6917,0,3,0.4690,53.54,3
No_SDM,456,84,-152.4909,0,3,0.6374,52.05,3
No_SDM,456,85,-151.9946,0,3,0.7389,52.95,3
No_SDM,456,86,-238.6917,0,3,0.8232,52.59,3
No_SDM,456,87,-238.6917,0,3,2.3201,55.58,3
No_SDM,456,88,-238.6917,0,3,0.7782,52.39,3
No_SDM,456,89,-238.6917,0,3,0.7389,54.28,3
No_SDM,456,90,-151.4979,0,3,0.9712,53.77,3
No_SDM,456,91,-238.1985,0,3,0.5857,51.81,3
No_SDM,456,92,-238.6917,0,3,1.3094,53.52,3
No_SDM,456,93,-159.4826,0,3,3.4794,52.50,3
No_SDM,456,94,-238.6917,0,3,0.5970,52.20,3
No_SDM,456,95,-151.9946,0,3,0.8843,55.07,3
No_SDM,456,96,-151.5023,0,3,0.5630,54.23,3
No_SDM,456,97,-238.6917,0,3,0.7392,53.73,3
No_SDM,456,98,-238.6917,0,3,0.5425,52.58,3
No_SDM,456,99,-238.6917,0,3,1.2495,53.12,3
