ablation,seed,episode,reward,success,stage,loss,duration_sec,cumulative_goals
No_GAR,42,89,71.4636,1,3,7.4374,16.71,76
No_GAR,42,90,68.7847,1,3,6.8125,9.39,77
No_GAR,42,91,53.8190,1,3,8.6916,3.84,78
No_GAR,42,92,50.1562,1,3,3.1712,10.09,79
No_GAR,42,93,2.0662,1,3,7.3318,15.44,80
No_GAR,42,94,-164.4624,1,3,10.8384,53.97,81
No_GAR,42,95,61.1455,1,3,8.4200,31.13,82
No_GAR,42,96,9.6991,1,3,9.2026,9.51,83
No_GAR,42,97,55.0003,1,3,11.0290,4.48,84
No_GAR,42,98,54.0241,1,3,10.8626,4.72,85
No_GAR,42,99,53.8190,1,3,10.4962,4.06,86
